pred,obs,lo,hi,n
0.19956514318052057,0.2555244319950203,0.1207402377249247,0.49168902052526686,27
0.3281040190636179,0.32913580246913543,0.17899702939669848,0.5542306011162449,27
0.4568326627002936,0.40714964638409656,0.22467235580817257,0.658405602696795,27
0.6178822120040292,0.5739644970414202,0.325070153316636,0.8430364750168505,26
0.8646243248116454,0.9230769230769231,0.7826502796908997,0.9865738243181609,26
