pred,obs,lo,hi,n
0.23877021904167173,0.24279835390946503,0.1157984336383292,0.46662717437016155,27
0.31649040324436595,0.3367399485046544,0.17179459053747725,0.5911330893606752,27
0.43381663415625443,0.3504273504273505,0.19741364397527106,0.5710518631514125,27
0.5757301714355652,0.5346153846153847,0.3511466098126085,0.7414288753420647,26
0.793683631352306,0.8846153846153846,0.7326488002005358,0.9708418628785886,26
