pred,obs,lo,hi,n
0.21081701273193565,0.20987654320987637,0.09175679414337012,0.4381807829224569,27
0.26533285577689625,0.16618736383442267,0.06474574499141361,0.3895001241898377,27
0.33938345993176255,0.2643097643097646,0.13557890256184246,0.4762099559002565,27
0.4515796812705508,0.6038591038591041,0.30502462634609107,0.9052404682524802,26
0.6469286346925366,0.752601809954751,0.528086513560583,0.9255712498696002,26
