pred,obs,lo,hi,n
0.26255905656378,0.3051561365286857,0.15535008209619883,0.5439117968283267,27
0.307262223639837,0.25108932461873656,0.1196924922444651,0.48095447756281007,27
0.3848832153298369,0.3616147391891097,0.20464155783694593,0.5851201378650255,27
0.5431437220630547,0.576923076923077,0.3828159773893399,0.7841750241971246,26
0.8482805861204696,0.8461538461538461,0.6853810630885762,0.9516748476171966,26
