pred,obs,lo,hi,n
0.1317278815775291,0.09053497942386801,0.02279461433400587,0.3233242678989431,27
0.16879937097718248,0.19317460317460267,0.07518357040900636,0.44538435958578193,27
0.28173187398807653,0.3022203325774755,0.14142294871958216,0.5722663982684094,27
0.4264182190430233,0.4034396055072744,0.22979281876703095,0.6401388686454288,26
0.8118495927662102,0.8076923076923077,0.6402691194525516,0.929948648169965,26
