pred,obs,lo,hi,n
0.07216333188164983,0.0,0.0,0.0,27
0.09361439727966235,0.09999999999999964,0.02512606119932881,0.35353213535160055,27
0.14389487905115217,0.12380952380952381,0.041589647139319674,0.33717545952276895,27
0.252442811030535,0.2780412946428572,0.1336988775674508,0.5226552549761475,26
0.6702056635013258,0.6529786003470214,0.46666440306102663,0.831691164878668,26
