pred,obs,lo,hi,n
0.25426336068091854,0.24279835390946503,0.1157984336383292,0.46662717437016155,27
0.33586423145060507,0.3367399485046544,0.17179459053747725,0.5911330893606752,27
0.45774998204961154,0.3504273504273505,0.19741364397527106,0.5710518631514125,27
0.6020494194463153,0.6897435897435898,0.41564731528683685,0.9218812174650274,26
0.816038841198601,0.8846153846153846,0.7326488002005358,0.9708418628785886,26
