label,pair,seed,n,C_new,C_new_lo,C_new_hi,C_old,C_old_lo,C_old_hi,dC,dC_lo,dC_hi,dC_excl_0,opt_C_new,opt_C_old,HR_new,HR_new_lo,HR_new_hi,p_new,HR_old,HR_old_lo,HR_old_hi,p_old,NRI,NRI_lo,NRI_hi,IDI,IDI_lo,IDI_hi,NRI_excl_0,chi2_new,p_lr_new,chi2_old,p_lr_old,AUC_new_12m,AUC_old_12m,AUC_new_24m,AUC_old_24m,AUC_new_36m,AUC_old_36m,AUC_new_60m,AUC_old_60m
PFS,mStage vs ajcc8th,42,129,0.696489889355208,0.6299175051382789,0.7617015581384396,0.634586035864174,0.5556263548896172,0.7137153966894977,0.061903853491034,0.0131469609100905,0.1153072638994669,True,0.6960769392320201,0.6343442002159912,1.897900617134806,1.3762015780979466,2.617368567109952,9.338737696322392e-05,0.9614489450055396,0.687004895287732,1.345527637710811,0.8186683110942442,1.0737327188940091,0.1004601030623595,1.361948795884966,0.1491814875826851,0.0509928047261088,0.2646045675354286,True,34.37145904814409,1.6538518009972925e-07,17.53385883364406,0.0015216997884159,0.7677953859436173,0.6751353237199396,0.8278255779895073,0.7011399353291383,0.727413145596922,0.6821409511686288,0.7356727292580881,0.6658565676414955
PFS,mStage vs ajcc8th,123,129,0.696489889355208,0.6299455508083363,0.7600597568748862,0.634586035864174,0.556592745091079,0.7094280799856307,0.061903853491034,0.0110136981630712,0.1148811775679062,True,0.6996324775837647,0.6394821544104597,1.897900617134806,1.3762015780979466,2.617368567109952,9.338737696322392e-05,0.9614489450055396,0.687004895287732,1.345527637710811,0.8186683110942442,1.0737327188940091,0.0186472227155137,1.334206462342599,0.1491814875826851,0.0478557028405473,0.2600333748110649,True,34.37145904814409,1.6538518009972925e-07,17.53385883364406,0.0015216997884159,0.7677953859436173,0.6751353237199396,0.8278255779895073,0.7011399353291383,0.727413145596922,0.6821409511686288,0.7356727292580881,0.6658565676414955
PFS,mStage vs ajcc8th,2026,129,0.696489889355208,0.632828683942732,0.7574685129392342,0.634586035864174,0.558671936274813,0.7120722582293822,0.061903853491034,0.0104670248154423,0.1137569987631138,True,0.6955359601923627,0.6321114812234105,1.897900617134806,1.3762015780979466,2.617368567109952,9.338737696322392e-05,0.9614489450055396,0.687004895287732,1.345527637710811,0.8186683110942442,1.0737327188940091,0.1391929563492063,1.361589828114259,0.1491814875826851,0.0504315315133066,0.2846800191577401,True,34.37145904814409,1.6538518009972925e-07,17.53385883364406,0.0015216997884159,0.7677953859436173,0.6751353237199396,0.8278255779895073,0.7011399353291383,0.727413145596922,0.6821409511686288,0.7356727292580881,0.6658565676414955
PFS,mStage vs ajcc8th,777,129,0.696489889355208,0.6293653259654156,0.7591010062470154,0.634586035864174,0.5564789335290161,0.7140366521432179,0.061903853491034,0.010091800073787,0.1150384120986956,True,0.6968135166957283,0.6366930600852018,1.897900617134806,1.3762015780979466,2.617368567109952,9.338737696322392e-05,0.9614489450055396,0.687004895287732,1.345527637710811,0.8186683110942442,1.0737327188940091,0.0587038016334684,1.3345988127792967,0.1491814875826851,0.0545001758732194,0.2407391759785577,True,34.37145904814409,1.6538518009972925e-07,17.53385883364406,0.0015216997884159,0.7677953859436173,0.6751353237199396,0.8278255779895073,0.7011399353291383,0.727413145596922,0.6821409511686288,0.7356727292580881,0.6658565676414955
PFS,mTstage vs T stage,42,133,0.6968075619761013,0.6257182966746021,0.7635785653783016,0.6198501872659176,0.5432976708637691,0.6929856955682898,0.0769573747101837,0.0113897710484076,0.1446405292898014,True,0.6935099737488291,0.618077295561511,2.044698503771308,1.4745679745937383,2.835265680089442,1.798409136071058e-05,1.1487198472855302,0.897325497371238,1.4705447370139415,0.2712225131298731,0.7170868347338937,-0.1462658129688914,1.059911363739044,0.1288178819490953,0.0177304810303262,0.2642860668649024,False,34.64731784485407,1.446230925886541e-07,12.683353686355606,0.0129312350330786,0.7602752599353967,0.6492478681581456,0.7534837700135306,0.6355262277345417,0.6802304665882214,0.6499245459173733,0.6958008947336201,0.6408142561977753
PFS,mTstage vs T stage,123,133,0.6968075619761013,0.626415113575311,0.764362511996002,0.6198501872659176,0.5476754482694646,0.694291636317844,0.0769573747101837,0.0119251125961839,0.1426041274362112,True,0.6968724664659065,0.620226100052116,2.044698503771308,1.4745679745937383,2.835265680089442,1.798409136071058e-05,1.1487198472855302,0.897325497371238,1.4705447370139415,0.2712225131298731,0.7170868347338937,-0.2266930879854608,1.0910921625544263,0.1288178819490953,0.018143423472769,0.2919887939480803,False,34.64731784485407,1.446230925886541e-07,12.683353686355606,0.0129312350330786,0.7602752599353967,0.6492478681581456,0.7534837700135306,0.6355262277345417,0.6802304665882214,0.6499245459173733,0.6958008947336201,0.6408142561977753
PFS,mTstage vs T stage,2026,133,0.6968075619761013,0.6293411469025078,0.7638685973878477,0.6198501872659176,0.5429841326819677,0.6905185819078482,0.0769573747101837,0.013493805805906,0.1433875104736263,True,0.6981135885848764,0.6178074341115092,2.044698503771308,1.4745679745937383,2.835265680089442,1.798409136071058e-05,1.1487198472855302,0.897325497371238,1.4705447370139415,0.2712225131298731,0.7170868347338937,-0.1292882715489894,1.0154742503259446,0.1288178819490953,0.0136811303671051,0.2406588622973929,False,34.64731784485407,1.446230925886541e-07,12.683353686355606,0.0129312350330786,0.7602752599353967,0.6492478681581456,0.7534837700135306,0.6355262277345417,0.6802304665882214,0.6499245459173733,0.6958008947336201,0.6408142561977753
PFS,mTstage vs T stage,777,133,0.6968075619761013,0.6270313948351448,0.7640218915265189,0.6198501872659176,0.5470441358223052,0.695233632865015,0.0769573747101837,0.0106452975396301,0.14079341981716,True,0.6960428048102618,0.6170064588097268,2.044698503771308,1.4745679745937383,2.835265680089442,1.798409136071058e-05,1.1487198472855302,0.897325497371238,1.4705447370139415,0.2712225131298731,0.7170868347338937,-0.3009645210543233,1.046672551769655,0.1288178819490953,-0.0009452150218862,0.2396854600092417,False,34.64731784485407,1.446230925886541e-07,12.683353686355606,0.0129312350330786,0.7602752599353967,0.6492478681581456,0.7534837700135306,0.6355262277345417,0.6802304665882214,0.6499245459173733,0.6958008947336201,0.6408142561977753
PFS,mNstage vs N stage,42,129,0.64536436474628,0.5746693669610985,0.7161819035295284,0.6456505150705838,0.5737544897917707,0.7182968236876905,-0.0002861503243037,-0.0168928662121067,0.0156656126253935,False,0.6438627868054301,0.6447720122852063,1.436758893549973,0.9593861220038062,2.1516635177955523,0.0786211542279344,1.0508414520710276,0.8227554313223863,1.3421579674240431,0.6911984783776042,0.5839368005266623,-0.4306610169491526,0.9224274118249448,0.0316061301727013,-0.0272332383987912,0.1125710072445147,False,22.68533330100541,4.696444482742163e-05,24.45118460374038,0.0001777822634689,0.7026556501646566,0.7077927099009466,0.7606779243931003,0.760006019204641,0.6905922168333082,0.697686734303116,0.6565206703969013,0.6856361325058796
PFS,mNstage vs N stage,123,129,0.64536436474628,0.5744875478883642,0.7147155115104941,0.6456505150705838,0.5741312333510893,0.7142178587760146,-0.0002861503243037,-0.0172217661986222,0.0151184920764738,False,0.6488302187851334,0.6502569182829225,1.436758893549973,0.9593861220038062,2.1516635177955523,0.0786211542279344,1.0508414520710276,0.8227554313223863,1.3421579674240431,0.6911984783776042,0.5839368005266623,-0.3094599304035355,0.9357031857031854,0.0316061301727013,-0.0229508966477153,0.0999032316099646,False,22.68533330100541,4.696444482742163e-05,24.45118460374038,0.0001777822634689,0.7026556501646566,0.7077927099009466,0.7606779243931003,0.760006019204641,0.6905922168333082,0.697686734303116,0.6565206703969013,0.6856361325058796
