model,y,seed,var,importance
Logistic,DSS,777,contra_bilateral_known,0.09989564720479263
Logistic,DSS,777,largest node (mm)_known,0.22837160691704866
Logistic,DSS,777,LN tumor size (mm)_known,0.22837160691704866
Logistic,DSS,777,ENE_known,0.22837160691704866
Logistic,DSS,777,N stage_known,0.18994195281330076
Logistic,DSS,777,subsite_2,0.3159182363990546
Logistic,DSS,777,subsite_3,0.45105751810846356
Logistic,DSS,777,subsite_4,0.41508550331756605
Logistic,DSS,777,subsite_5,0.1666755853141167
Logistic,DSS,777,subsite_6,0.2244458926989577
Logistic,DSS,777,subsite_7,0.8032412468340026
Logistic,DSS,777,subsite_8,0.16838280519710597
Logistic,DSS,777,Tx_3tier_1,0.32810278398427173
Logistic,DSS,777,Tx_3tier_2,0.295280542538612
Lasso,DSS,42,age,0.01939012194272994
Lasso,DSS,42,성별,0.008651852241712082
Lasso,DSS,42,tumor size (cm),0.07602816802451003
Lasso,DSS,42,DOI (mm),0.05819302699377608
Lasso,DSS,42,differentiation,0.0671934405093089
Lasso,DSS,42,budding_01vs23,0.03846273806489746
Lasso,DSS,42,PNI,0.012293580528684553
Lasso,DSS,42,LVI,0.035278385811980006
Lasso,DSS,42,RM,0.019541422630882783
Lasso,DSS,42,TIL,0.01340497098659085
Lasso,DSS,42,TSR,0.08202682737390496
Lasso,DSS,42,WPOI5_2tier,0.011970688671531515
Lasso,DSS,42,HPV/P16_1,0.001257587234446235
Lasso,DSS,42,HPV/P16_2,0.07022797336777492
Lasso,DSS,42,CCRT_bin,0.006552987981650419
Lasso,DSS,42,Node_known,0.026662357279590553
Lasso,DSS,42,bone invasion_known,0.012796258014209047
Lasso,DSS,42,depth of bone invasion (mm)_known,0.09009523297657865
Lasso,DSS,42,LN meta count_known,0.008009111938407965
Lasso,DSS,42,contra_bilateral_known,2.2204460492503098e-17
Lasso,DSS,42,largest node (mm)_known,0.06827938811603092
Lasso,DSS,42,LN tumor size (mm)_known,3.28626015289046e-16
Lasso,DSS,42,ENE_known,2.6645352591003734e-18
Lasso,DSS,42,N stage_known,0.029176416845342897
Lasso,DSS,42,subsite_2,0.016295015935388048
Lasso,DSS,42,subsite_3,0.02496341575026685
Lasso,DSS,42,subsite_4,0.03204718704150105
Lasso,DSS,42,subsite_5,0.0275774670633959
Lasso,DSS,42,subsite_6,0.02487813602842092
Lasso,DSS,42,subsite_7,0.08406483582938935
Lasso,DSS,42,subsite_8,0.012460360580484189
Lasso,DSS,42,Tx_3tier_1,0.008397338443182929
Lasso,DSS,42,Tx_3tier_2,0.0
Lasso,DSS,123,age,0.006976692668843281
Lasso,DSS,123,성별,0.03053131926927403
Lasso,DSS,123,tumor size (cm),0.10379176680932216
Lasso,DSS,123,DOI (mm),0.09888054629708885
Lasso,DSS,123,differentiation,0.04088679105919017
Lasso,DSS,123,budding_01vs23,0.02544698652194089
Lasso,DSS,123,PNI,0.016817180465124988
Lasso,DSS,123,LVI,0.01612905230873774
Lasso,DSS,123,RM,0.032502419695670026
Lasso,DSS,123,TIL,0.014655775289408405
Lasso,DSS,123,TSR,0.05575373602249169
Lasso,DSS,123,WPOI5_2tier,0.019271316780645854
Lasso,DSS,123,HPV/P16_1,0.0
Lasso,DSS,123,HPV/P16_2,0.04419855659448517
Lasso,DSS,123,CCRT_bin,0.02969413833674751
Lasso,DSS,123,Node_known,0.009427086598506707
Lasso,DSS,123,bone invasion_known,0.0996524584735485
Lasso,DSS,123,depth of bone invasion (mm)_known,0.14706011035971644
Lasso,DSS,123,LN meta count_known,0.005469801352621338
Lasso,DSS,123,contra_bilateral_known,0.0
Lasso,DSS,123,largest node (mm)_known,0.041267800904226
Lasso,DSS,123,LN tumor size (mm)_known,2.6645352591003758e-18
Lasso,DSS,123,ENE_known,0.0
Lasso,DSS,123,N stage_known,0.012727905650017846
Lasso,DSS,123,subsite_2,0.007078670318993055
Lasso,DSS,123,subsite_3,0.0037947884367672026
Lasso,DSS,123,subsite_4,0.025308817404240534
Lasso,DSS,123,subsite_5,0.020244326843062488
Lasso,DSS,123,subsite_6,0.01638167033391518
Lasso,DSS,123,subsite_7,0.03948683440875114
Lasso,DSS,123,subsite_8,0.014686125027299901
Lasso,DSS,123,Tx_3tier_1,0.01919426481216093
Lasso,DSS,123,Tx_3tier_2,0.007291704680694583
Lasso,DSS,2026,age,0.01601659852389877
Lasso,DSS,2026,성별,0.030611520092748916
Lasso,DSS,2026,tumor size (cm),0.0622858465443657
Lasso,DSS,2026,DOI (mm),0.08382504790230935
Lasso,DSS,2026,differentiation,0.05607728259848689
Lasso,DSS,2026,budding_01vs23,0.043418625375023945
Lasso,DSS,2026,PNI,0.03578100622940315
Lasso,DSS,2026,LVI,0.051492776371870205
Lasso,DSS,2026,RM,0.016188552559534938
Lasso,DSS,2026,TIL,0.01351953126108811
Lasso,DSS,2026,TSR,0.06543909921082917
Lasso,DSS,2026,WPOI5_2tier,0.04538158044113001
Lasso,DSS,2026,HPV/P16_1,0.015594340499323534
Lasso,DSS,2026,HPV/P16_2,0.045254600996119894
Lasso,DSS,2026,CCRT_bin,0.009281767372055055
Lasso,DSS,2026,Node_known,0.02134287171943832
Lasso,DSS,2026,bone invasion_known,0.003740322645331095
Lasso,DSS,2026,depth of bone invasion (mm)_known,0.0666722698430974
Lasso,DSS,2026,LN meta count_known,0.004163075222341317
Lasso,DSS,2026,contra_bilateral_known,6.6613381477509405e-18
Lasso,DSS,2026,largest node (mm)_known,0.04149339235453632
Lasso,DSS,2026,LN tumor size (mm)_known,2.970956813896915e-16
Lasso,DSS,2026,ENE_known,0.0
Lasso,DSS,2026,N stage_known,0.000524377900909406
Lasso,DSS,2026,subsite_2,0.010302990264278986
Lasso,DSS,2026,subsite_3,0.013321692617654007
Lasso,DSS,2026,subsite_4,0.011884851196993836
Lasso,DSS,2026,subsite_5,0.030558048264434246
Lasso,DSS,2026,subsite_6,0.012124680837784247
Lasso,DSS,2026,subsite_7,0.061251503573900315
Lasso,DSS,2026,subsite_8,0.024762045162687964
Lasso,DSS,2026,Tx_3tier_1,0.013396816571726988
Lasso,DSS,2026,Tx_3tier_2,0.022366848895751155
Lasso,DSS,777,age,0.015322554633365936
Lasso,DSS,777,성별,0.023818529870925333
Lasso,DSS,777,tumor size (cm),0.09298892077365253
Lasso,DSS,777,DOI (mm),0.08915013986111432
Lasso,DSS,777,differentiation,0.03681165366169054
Lasso,DSS,777,budding_01vs23,0.02668861623537331
Lasso,DSS,777,PNI,0.023499560553449875
Lasso,DSS,777,LVI,0.0416602542879864
Lasso,DSS,777,RM,0.04409616340670231
Lasso,DSS,777,TIL,0.012768147637165795
Lasso,DSS,777,TSR,0.060843282555493136
Lasso,DSS,777,WPOI5_2tier,0.023266633230614987
Lasso,DSS,777,HPV/P16_1,0.0023880290573882615
Lasso,DSS,777,HPV/P16_2,0.073132093293009
Lasso,DSS,777,CCRT_bin,0.02385456804412763
Lasso,DSS,777,Node_known,0.0019919471539513326
Lasso,DSS,777,bone invasion_known,0.011166022843716008
Lasso,DSS,777,depth of bone invasion (mm)_known,0.07039060599617795
Lasso,DSS,777,LN meta count_known,0.00595119995496639
Lasso,DSS,777,contra_bilateral_known,3.8191672047105326e-17
Lasso,DSS,777,largest node (mm)_known,0.05176549565726444
Lasso,DSS,777,LN tumor size (mm)_known,0.0
Lasso,DSS,777,ENE_known,0.0
Lasso,DSS,777,N stage_known,0.03789593233504267
Lasso,DSS,777,subsite_2,0.008406382472568651
Lasso,DSS,777,subsite_3,0.032712240256977464
Lasso,DSS,777,subsite_4,0.010350916213099824
Lasso,DSS,777,subsite_5,0.011670401315624288
Lasso,DSS,777,subsite_6,0.013260916538862983
Lasso,DSS,777,subsite_7,0.04319271444982845
Lasso,DSS,777,subsite_8,0.014816159514240767
Lasso,DSS,777,Tx_3tier_1,0.035612912126659284
Lasso,DSS,777,Tx_3tier_2,0.016334932211888198
DecisionTree,DSS,42,age,0.05948976438477007
DecisionTree,DSS,42,성별,0.0
DecisionTree,DSS,42,tumor size (cm),0.2707071768226851
DecisionTree,DSS,42,DOI (mm),0.3710184396406192
DecisionTree,DSS,42,differentiation,0.055025011368804
DecisionTree,DSS,42,budding_01vs23,0.0
DecisionTree,DSS,42,PNI,0.0
DecisionTree,DSS,42,LVI,0.0
DecisionTree,DSS,42,RM,0.0
DecisionTree,DSS,42,TIL,0.0859824995977894
DecisionTree,DSS,42,TSR,0.0
DecisionTree,DSS,42,WPOI5_2tier,0.0
DecisionTree,DSS,42,HPV/P16_1,0.0
DecisionTree,DSS,42,HPV/P16_2,0.03502308798697547
DecisionTree,DSS,42,CCRT_bin,0.0
DecisionTree,DSS,42,Node_known,0.0
DecisionTree,DSS,42,bone invasion_known,0.038080272262382864
DecisionTree,DSS,42,depth of bone invasion (mm)_known,0.0
DecisionTree,DSS,42,LN meta count_known,0.0
DecisionTree,DSS,42,contra_bilateral_known,0.0
DecisionTree,DSS,42,largest node (mm)_known,0.0093880972338642
DecisionTree,DSS,42,LN tumor size (mm)_known,0.07528565070210973
DecisionTree,DSS,42,ENE_known,0.0
DecisionTree,DSS,42,N stage_known,0.0
DecisionTree,DSS,42,subsite_2,0.0
DecisionTree,DSS,42,subsite_3,0.0
DecisionTree,DSS,42,subsite_4,0.0
DecisionTree,DSS,42,subsite_5,0.0
DecisionTree,DSS,42,subsite_6,0.0
DecisionTree,DSS,42,subsite_7,0.0
DecisionTree,DSS,42,subsite_8,0.0
DecisionTree,DSS,42,Tx_3tier_1,0.0
DecisionTree,DSS,42,Tx_3tier_2,0.0
DecisionTree,DSS,123,age,0.047908543056143595
DecisionTree,DSS,123,성별,0.03469050707125888
DecisionTree,DSS,123,tumor size (cm),0.37488384029951394
DecisionTree,DSS,123,DOI (mm),0.29910383968063287
DecisionTree,DSS,123,differentiation,0.015855697903217413
DecisionTree,DSS,123,budding_01vs23,0.0
DecisionTree,DSS,123,PNI,0.0
DecisionTree,DSS,123,LVI,0.0
DecisionTree,DSS,123,RM,0.0
DecisionTree,DSS,123,TIL,0.04347997893609512
DecisionTree,DSS,123,TSR,0.04397431438581016
DecisionTree,DSS,123,WPOI5_2tier,0.0
DecisionTree,DSS,123,HPV/P16_1,0.0
DecisionTree,DSS,123,HPV/P16_2,0.0
DecisionTree,DSS,123,CCRT_bin,0.0
DecisionTree,DSS,123,Node_known,0.0
DecisionTree,DSS,123,bone invasion_known,0.036609699901665946
DecisionTree,DSS,123,depth of bone invasion (mm)_known,0.027470733055318275
DecisionTree,DSS,123,LN meta count_known,0.0
DecisionTree,DSS,123,contra_bilateral_known,0.0
DecisionTree,DSS,123,largest node (mm)_known,0.0
DecisionTree,DSS,123,LN tumor size (mm)_known,0.07006424404856354
DecisionTree,DSS,123,ENE_known,0.0
DecisionTree,DSS,123,N stage_known,0.0
DecisionTree,DSS,123,subsite_2,0.0
DecisionTree,DSS,123,subsite_3,0.0
DecisionTree,DSS,123,subsite_4,0.0
DecisionTree,DSS,123,subsite_5,0.0
DecisionTree,DSS,123,subsite_6,0.0028228565842213413
DecisionTree,DSS,123,subsite_7,0.0
DecisionTree,DSS,123,subsite_8,0.0
DecisionTree,DSS,123,Tx_3tier_1,0.003135745077558877
DecisionTree,DSS,123,Tx_3tier_2,0.0
DecisionTree,DSS,2026,age,0.14331990307429254
DecisionTree,DSS,2026,성별,0.01019523882346944
DecisionTree,DSS,2026,tumor size (cm),0.16408152869908194
DecisionTree,DSS,2026,DOI (mm),0.3338164046770846
DecisionTree,DSS,2026,differentiation,0.1515629927651776
DecisionTree,DSS,2026,budding_01vs23,0.014498865393497606
DecisionTree,DSS,2026,PNI,0.0
DecisionTree,DSS,2026,LVI,0.0
DecisionTree,DSS,2026,RM,0.0
DecisionTree,DSS,2026,TIL,0.022967972438433078
DecisionTree,DSS,2026,TSR,0.0
DecisionTree,DSS,2026,WPOI5_2tier,0.047734302680002706
DecisionTree,DSS,2026,HPV/P16_1,0.0
DecisionTree,DSS,2026,HPV/P16_2,0.0
DecisionTree,DSS,2026,CCRT_bin,0.06374657637473342
DecisionTree,DSS,2026,Node_known,0.0
DecisionTree,DSS,2026,bone invasion_known,0.0
DecisionTree,DSS,2026,depth of bone invasion (mm)_known,0.01737824799455019
DecisionTree,DSS,2026,LN meta count_known,0.0
DecisionTree,DSS,2026,contra_bilateral_known,0.0
DecisionTree,DSS,2026,largest node (mm)_known,0.0
DecisionTree,DSS,2026,LN tumor size (mm)_known,0.028716589352772225
DecisionTree,DSS,2026,ENE_known,0.0
DecisionTree,DSS,2026,N stage_known,0.0
DecisionTree,DSS,2026,subsite_2,0.0
DecisionTree,DSS,2026,subsite_3,0.0
DecisionTree,DSS,2026,subsite_4,0.0
DecisionTree,DSS,2026,subsite_5,0.0
DecisionTree,DSS,2026,subsite_6,0.0
DecisionTree,DSS,2026,subsite_7,0.001981377726904582
DecisionTree,DSS,2026,subsite_8,0.0
DecisionTree,DSS,2026,Tx_3tier_1,0.0
DecisionTree,DSS,2026,Tx_3tier_2,0.0
DecisionTree,DSS,777,age,0.07271120358972563
DecisionTree,DSS,777,성별,0.04306270970180993
DecisionTree,DSS,777,tumor size (cm),0.33328472630319805
DecisionTree,DSS,777,DOI (mm),0.25845299268689936
DecisionTree,DSS,777,differentiation,0.002880256022757587
DecisionTree,DSS,777,budding_01vs23,0.0
DecisionTree,DSS,777,PNI,0.05755412096116166
DecisionTree,DSS,777,LVI,0.00897598284210463
DecisionTree,DSS,777,RM,0.0
DecisionTree,DSS,777,TIL,0.03265081620287697
DecisionTree,DSS,777,TSR,0.0
DecisionTree,DSS,777,WPOI5_2tier,0.0
DecisionTree,DSS,777,HPV/P16_1,0.0
DecisionTree,DSS,777,HPV/P16_2,0.0892544473223736
DecisionTree,DSS,777,CCRT_bin,0.0
DecisionTree,DSS,777,Node_known,0.0
DecisionTree,DSS,777,bone invasion_known,0.0
DecisionTree,DSS,777,depth of bone invasion (mm)_known,0.005764814773298655
DecisionTree,DSS,777,LN meta count_known,0.0
DecisionTree,DSS,777,contra_bilateral_known,0.0
DecisionTree,DSS,777,largest node (mm)_known,0.03069721990114575
DecisionTree,DSS,777,LN tumor size (mm)_known,0.020840224942110484
DecisionTree,DSS,777,ENE_known,0.0
DecisionTree,DSS,777,N stage_known,0.0
DecisionTree,DSS,777,subsite_2,0.0
DecisionTree,DSS,777,subsite_3,0.0
DecisionTree,DSS,777,subsite_4,0.0
DecisionTree,DSS,777,subsite_5,0.0
DecisionTree,DSS,777,subsite_6,0.0
DecisionTree,DSS,777,subsite_7,0.008412525315469708
DecisionTree,DSS,777,subsite_8,0.0
DecisionTree,DSS,777,Tx_3tier_1,0.030017365418010415
DecisionTree,DSS,777,Tx_3tier_2,0.00544059401705751
Logistic,LRRFS,42,age,0.5912070768952578
Logistic,LRRFS,42,성별,0.29902226886910094
Logistic,LRRFS,42,tumor size (cm),0.5959467271032362
Logistic,LRRFS,42,DOI (mm),0.3018968259511209
Logistic,LRRFS,42,differentiation,0.4673409892331365
Logistic,LRRFS,42,budding_01vs23,0.25951672739064746
Logistic,LRRFS,42,PNI,0.7063435553486233
Logistic,LRRFS,42,LVI,0.3740333451861411
Logistic,LRRFS,42,RM,0.30151852368908444
Logistic,LRRFS,42,TIL,0.7231065822319133
Logistic,LRRFS,42,TSR,0.575033021527249
Logistic,LRRFS,42,WPOI5_2tier,0.24382638833053188
Logistic,LRRFS,42,HPV/P16_1,0.05441413500059211
Logistic,LRRFS,42,HPV/P16_2,0.37269801250609025
Logistic,LRRFS,42,CCRT_bin,0.27307735760924945
Logistic,LRRFS,42,Node_known,0.06364921742107299
Logistic,LRRFS,42,bone invasion_known,0.5774835150322603
Logistic,LRRFS,42,depth of bone invasion (mm)_known,0.3859281454989482
Logistic,LRRFS,42,LN meta count_known,0.06364921742107299
Logistic,LRRFS,42,contra_bilateral_known,0.06364921742107299
Logistic,LRRFS,42,largest node (mm)_known,0.2936167710390105
Logistic,LRRFS,42,LN tumor size (mm)_known,0.2936167710390105
Logistic,LRRFS,42,ENE_known,0.2936167710390105
Logistic,LRRFS,42,N stage_known,0.11720152026846306
Logistic,LRRFS,42,subsite_2,0.228356797057593
Logistic,LRRFS,42,subsite_3,0.3735650122861892
Logistic,LRRFS,42,subsite_4,0.4406861056914525
Logistic,LRRFS,42,subsite_5,0.5477447787349512
Logistic,LRRFS,42,subsite_6,0.3871043938473133
Logistic,LRRFS,42,subsite_7,0.9170555467685768
Logistic,LRRFS,42,subsite_8,0.3874283706991618
Logistic,LRRFS,42,Tx_3tier_1,0.17861258245747427
Logistic,LRRFS,42,Tx_3tier_2,0.24502064817329008
Logistic,LRRFS,123,age,0.3358813607073635
Logistic,LRRFS,123,성별,0.48290315305289144
Logistic,LRRFS,123,tumor size (cm),0.3701388683262456
Logistic,LRRFS,123,DOI (mm),0.4548487783417399
Logistic,LRRFS,123,differentiation,0.14391948872789465
Logistic,LRRFS,123,budding_01vs23,0.27379611814377347
Logistic,LRRFS,123,PNI,0.5655854376607533
Logistic,LRRFS,123,LVI,0.579169321893318
Logistic,LRRFS,123,RM,0.6582338372779934
Logistic,LRRFS,123,TIL,0.14412581293455512
Logistic,LRRFS,123,TSR,0.5367777423570532
Logistic,LRRFS,123,WPOI5_2tier,0.46240782358605
Logistic,LRRFS,123,HPV/P16_1,0.07267258298710097
Logistic,LRRFS,123,HPV/P16_2,0.5384284166398783
Logistic,LRRFS,123,CCRT_bin,0.28371754166187124
Logistic,LRRFS,123,Node_known,0.08546076126231757
Logistic,LRRFS,123,bone invasion_known,0.20711078424880514
Logistic,LRRFS,123,depth of bone invasion (mm)_known,0.354062810782628
Logistic,LRRFS,123,LN meta count_known,0.08546076126231757
Logistic,LRRFS,123,contra_bilateral_known,0.08546076126231757
Logistic,LRRFS,123,largest node (mm)_known,0.23783904457649827
Logistic,LRRFS,123,LN tumor size (mm)_known,0.23783904457649827
Logistic,LRRFS,123,ENE_known,0.23783904457649827
Logistic,LRRFS,123,N stage_known,0.16405914394874746
Logistic,LRRFS,123,subsite_2,0.18952085382358025
Logistic,LRRFS,123,subsite_3,0.545646437190879
Logistic,LRRFS,123,subsite_4,0.26612185197351407
Logistic,LRRFS,123,subsite_5,0.7106870826950569
Logistic,LRRFS,123,subsite_6,0.9309951208848695
Logistic,LRRFS,123,subsite_7,0.7384776534801077
Logistic,LRRFS,123,subsite_8,0.599546507829603
Logistic,LRRFS,123,Tx_3tier_1,0.2011040973427111
Logistic,LRRFS,123,Tx_3tier_2,0.3008517995428234
Logistic,LRRFS,2026,age,0.4834557935126586
Logistic,LRRFS,2026,성별,0.3674773267235392
Logistic,LRRFS,2026,tumor size (cm),0.40059734642195177
Logistic,LRRFS,2026,DOI (mm),0.43969221537891146
Logistic,LRRFS,2026,differentiation,0.09328468410204548
Logistic,LRRFS,2026,budding_01vs23,0.5122655998403198
Logistic,LRRFS,2026,PNI,0.5906224583213497
Logistic,LRRFS,2026,LVI,0.49899961681622446
Logistic,LRRFS,2026,RM,0.7029429116629143
Logistic,LRRFS,2026,TIL,0.2661947096510092
Logistic,LRRFS,2026,TSR,0.6915010131847505
Logistic,LRRFS,2026,WPOI5_2tier,0.2875789312031762
Logistic,LRRFS,2026,HPV/P16_1,0.11584001256154537
Logistic,LRRFS,2026,HPV/P16_2,0.23215965056529547
Logistic,LRRFS,2026,CCRT_bin,0.42057125212360447
Logistic,LRRFS,2026,Node_known,0.12478109145708922
Logistic,LRRFS,2026,bone invasion_known,0.3701476394317335
Logistic,LRRFS,2026,depth of bone invasion (mm)_known,0.467164581530273
Logistic,LRRFS,2026,LN meta count_known,0.12478109145708922
Logistic,LRRFS,2026,contra_bilateral_known,0.12478109145708922
Logistic,LRRFS,2026,largest node (mm)_known,0.27905292368767104
Logistic,LRRFS,2026,LN tumor size (mm)_known,0.27905292368767104
Logistic,LRRFS,2026,ENE_known,0.27905292368767104
Logistic,LRRFS,2026,N stage_known,0.048199063535082035
Logistic,LRRFS,2026,subsite_2,0.23734587946576466
Logistic,LRRFS,2026,subsite_3,0.44781960175541746
Logistic,LRRFS,2026,subsite_4,0.39054384253099705
Logistic,LRRFS,2026,subsite_5,0.7021512538090695
Logistic,LRRFS,2026,subsite_6,0.44602473285017846
Logistic,LRRFS,2026,subsite_7,0.6233800361980012
Logistic,LRRFS,2026,subsite_8,0.357996767456746
Logistic,LRRFS,2026,Tx_3tier_1,0.2171113465607756
Logistic,LRRFS,2026,Tx_3tier_2,0.4699102948184667
Logistic,LRRFS,777,age,0.6449613415011751
Logistic,LRRFS,777,성별,0.6678515854984841
Logistic,LRRFS,777,tumor size (cm),0.4781487250630517
Logistic,LRRFS,777,DOI (mm),0.4201936540203353
Logistic,LRRFS,777,differentiation,0.40056446279114216
Logistic,LRRFS,777,budding_01vs23,0.2556217741956788
Logistic,LRRFS,777,PNI,0.2931536097177704
Logistic,LRRFS,777,LVI,0.31274902399726534
Logistic,LRRFS,777,RM,0.530707574705858
Logistic,LRRFS,777,TIL,0.4530758459701153
Logistic,LRRFS,777,TSR,0.463246147653091
Logistic,LRRFS,777,WPOI5_2tier,0.2402003184947848
Logistic,LRRFS,777,HPV/P16_1,0.035751051673330835
Logistic,LRRFS,777,HPV/P16_2,0.4899232598843882
Logistic,LRRFS,777,CCRT_bin,0.18169511221362905
Logistic,LRRFS,777,Node_known,0.10537976453523674
Logistic,LRRFS,777,bone invasion_known,0.21582033079953641
Logistic,LRRFS,777,depth of bone invasion (mm)_known,0.5609608056649388
Logistic,LRRFS,777,LN meta count_known,0.10537976453523674
Logistic,LRRFS,777,contra_bilateral_known,0.10537976453523674
Logistic,LRRFS,777,largest node (mm)_known,0.05843030461476156
Logistic,LRRFS,777,LN tumor size (mm)_known,0.05843030461476156
Logistic,LRRFS,777,ENE_known,0.05843030461476156
Logistic,LRRFS,777,N stage_known,0.0138596482303792
Logistic,LRRFS,777,subsite_2,0.11525548731281358
Logistic,LRRFS,777,subsite_3,0.339729512503638
Logistic,LRRFS,777,subsite_4,0.6260536387348002
Logistic,LRRFS,777,subsite_5,0.4792955769222348
Logistic,LRRFS,777,subsite_6,0.5230495183272093
Logistic,LRRFS,777,subsite_7,0.344624634699387
Logistic,LRRFS,777,subsite_8,0.5394720632658668
Logistic,LRRFS,777,Tx_3tier_1,0.2568383401112785
Logistic,LRRFS,777,Tx_3tier_2,0.5617307809048628
Lasso,LRRFS,42,age,0.05477388636373792
Lasso,LRRFS,42,성별,0.03423582385931908
Lasso,LRRFS,42,tumor size (cm),0.06692337415002614
Lasso,LRRFS,42,DOI (mm),0.004441323238704054
Lasso,LRRFS,42,differentiation,0.05016761726071954
Lasso,LRRFS,42,budding_01vs23,0.02755531001501273
Lasso,LRRFS,42,PNI,0.08211666266105395
Lasso,LRRFS,42,LVI,0.03850543938031264
Lasso,LRRFS,42,RM,0.028230958275497098
Lasso,LRRFS,42,TIL,0.0751796025744039
Lasso,LRRFS,42,TSR,0.057275357635254806
Lasso,LRRFS,42,WPOI5_2tier,0.019267316056191627
Lasso,LRRFS,42,HPV/P16_1,0.0016355323121207046
Lasso,LRRFS,42,HPV/P16_2,0.025255606030421374
Lasso,LRRFS,42,CCRT_bin,0.034647947702398076
Lasso,LRRFS,42,Node_known,0.0039742246594893105
Lasso,LRRFS,42,bone invasion_known,0.04905920300360041
Lasso,LRRFS,42,depth of bone invasion (mm)_known,0.05489568686744055
Lasso,LRRFS,42,LN meta count_known,0.000731362673295124
Lasso,LRRFS,42,contra_bilateral_known,2.6645352591003696e-18
Lasso,LRRFS,42,largest node (mm)_known,0.11033548038631269
Lasso,LRRFS,42,LN tumor size (mm)_known,6.2172489379008744e-18
Lasso,LRRFS,42,ENE_known,0.0
Lasso,LRRFS,42,N stage_known,0.02627606197779963
Lasso,LRRFS,42,subsite_2,0.004613263876176153
Lasso,LRRFS,42,subsite_3,0.021132237378170753
Lasso,LRRFS,42,subsite_4,0.02715460540163276
Lasso,LRRFS,42,subsite_5,0.061111302165152814
Lasso,LRRFS,42,subsite_6,0.041053244110357226
Lasso,LRRFS,42,subsite_7,0.09192689430564405
Lasso,LRRFS,42,subsite_8,0.040970190753988125
Lasso,LRRFS,42,Tx_3tier_1,0.018063239098367084
Lasso,LRRFS,42,Tx_3tier_2,0.013798842941193162
Lasso,LRRFS,123,age,0.027989469931889048
Lasso,LRRFS,123,성별,0.05889240763056869
Lasso,LRRFS,123,tumor size (cm),0.02346466292507799
Lasso,LRRFS,123,DOI (mm),0.04766024155973129
Lasso,LRRFS,123,differentiation,0.00560758434459552
Lasso,LRRFS,123,budding_01vs23,0.022935288480025656
Lasso,LRRFS,123,PNI,0.06343909204790611
Lasso,LRRFS,123,LVI,0.04287191053528607
Lasso,LRRFS,123,RM,0.07333794323984544
Lasso,LRRFS,123,TIL,0.007220219250346093
Lasso,LRRFS,123,TSR,0.060147669006988445
Lasso,LRRFS,123,WPOI5_2tier,0.04387763874122581
Lasso,LRRFS,123,HPV/P16_1,0.00317732069450274
Lasso,LRRFS,123,HPV/P16_2,0.07405940872661043
Lasso,LRRFS,123,CCRT_bin,0.04625232894615572
Lasso,LRRFS,123,Node_known,0.021520705973956767
Lasso,LRRFS,123,bone invasion_known,0.01892206330638516
Lasso,LRRFS,123,depth of bone invasion (mm)_known,0.028441905118075712
Lasso,LRRFS,123,LN meta count_known,0.004595824302808508
Lasso,LRRFS,123,contra_bilateral_known,3.6415315207705105e-17
Lasso,LRRFS,123,largest node (mm)_known,0.08513240749936105
Lasso,LRRFS,123,LN tumor size (mm)_known,1.9229062786507716e-16
Lasso,LRRFS,123,ENE_known,2.2204460492503127e-18
Lasso,LRRFS,123,N stage_known,0.01617593120703833
Lasso,LRRFS,123,subsite_2,0.015634784661536217
Lasso,LRRFS,123,subsite_3,0.04664114123827982
Lasso,LRRFS,123,subsite_4,0.01248814498964899
Lasso,LRRFS,123,subsite_5,0.1026116610318016
Lasso,LRRFS,123,subsite_6,0.10048360613244048
Lasso,LRRFS,123,subsite_7,0.0699022674958421
Lasso,LRRFS,123,subsite_8,0.06999390021171707
Lasso,LRRFS,123,Tx_3tier_1,0.00775273135848821
Lasso,LRRFS,123,Tx_3tier_2,0.023635766548295023
Lasso,LRRFS,2026,age,0.0338883655187775
Lasso,LRRFS,2026,성별,0.034422372145168204
Lasso,LRRFS,2026,tumor size (cm),0.03447598109863946
Lasso,LRRFS,2026,DOI (mm),0.03862199623297201
Lasso,LRRFS,2026,differentiation,0.012627871410344549
Lasso,LRRFS,2026,budding_01vs23,0.051179541197324666
Lasso,LRRFS,2026,PNI,0.05479462948778395
Lasso,LRRFS,2026,LVI,0.06564510389536904
Lasso,LRRFS,2026,RM,0.08105384412790831
Lasso,LRRFS,2026,TIL,0.030760812723203725
Lasso,LRRFS,2026,TSR,0.06137843518062518
Lasso,LRRFS,2026,WPOI5_2tier,0.03173647952395828
Lasso,LRRFS,2026,HPV/P16_1,0.005256711520574567
Lasso,LRRFS,2026,HPV/P16_2,0.023972561862745146
Lasso,LRRFS,2026,CCRT_bin,0.037499563466287474
Lasso,LRRFS,2026,Node_known,0.020059217848122972
Lasso,LRRFS,2026,bone invasion_known,0.02104274694786052
Lasso,LRRFS,2026,depth of bone invasion (mm)_known,0.06917861612693449
Lasso,LRRFS,2026,LN meta count_known,0.0005940272506101111
Lasso,LRRFS,2026,contra_bilateral_known,1.3766765505351936e-17
Lasso,LRRFS,2026,largest node (mm)_known,0.08808984169254234
Lasso,LRRFS,2026,LN tumor size (mm)_known,1.1723955140041656e-16
Lasso,LRRFS,2026,ENE_known,0.0
Lasso,LRRFS,2026,N stage_known,0.0
Lasso,LRRFS,2026,subsite_2,0.009181634628502683
Lasso,LRRFS,2026,subsite_3,0.03431272425079255
Lasso,LRRFS,2026,subsite_4,0.04365497278299149
